id,order,family,genus,species,common_name,discovery_year,discoverer
998,myliobatiformes,dasyatidae,hypanus,hypanus longus,longtail stingray,1880,Garman
999,myliobatiformes,dasyatidae,hypanus,hypanus marianae,Brazilian large-eyed stingray,2000,"Gomes, Rosa & Gadig"
1000,myliobatiformes,dasyatidae,hypanus,hypanus rudis,smalltooth stingray,1870,Günther
1001,myliobatiformes,dasyatidae,hypanus,hypanus sabinus,Atlantic stingray,1824,Lesueur
1002,myliobatiformes,dasyatidae,hypanus,hypanus say,bluntnose stingray,1817,Lesueur
1003,myliobatiformes,dasyatidae,dasyatis,dasyatis chrysonota,blue stingray,1828,Smith
1004,myliobatiformes,dasyatidae,dasyatis,dasyatis hypostigma,groovebelly stingray,2004,H. R. S. Santos & M. R. de Carvalho
1005,myliobatiformes,dasyatidae,dasyatis,dasyatis marmorata,marbled stingray,1892,Steindachner
1006,myliobatiformes,dasyatidae,dasyatis,dasyatis pastinaca,common stingray,1758,Linnaeus
1007,myliobatiformes,dasyatidae,dasyatis,dasyatis tortonesei,Tortoneses's stingray,1975,Capapé
1008,myliobatiformes,dasyatidae,bathytoshia,bathytoshia brevicaudata,short-tail stingray,1875,Hutton
1009,myliobatiformes,dasyatidae,bathytoshia,bathytoshia centroura,roughtail stingray,1815,Mitchill
1010,myliobatiformes,dasyatidae,bathytoshia,bathytoshia lata,brown stingray,1880,Garman
1011,myliobatiformes,dasyatidae,pteroplatytrygon,pteroplatytrygon violacea,pelagic stingray,1832,Bonaparte
1012,myliobatiformes,dasyatidae,hemitrygon,hemitrygon akajei,red stingray,1841,Müller & Henle
1013,myliobatiformes,dasyatidae,hemitrygon,hemitrygon bennetti,Bennett's stingray,1841,Müller & Henle
1014,myliobatiformes,dasyatidae,hemitrygon,hemitrygon fluviorum,estuary stingray,1908,Ogilby
1015,myliobatiformes,dasyatidae,hemitrygon,hemitrygon izuensis,Izu stingray,1988,Nishida & Nakaya
1016,myliobatiformes,dasyatidae,hemitrygon,hemitrygon laevigata,Yantai stingray,1960,Chu
1017,myliobatiformes,dasyatidae,hemitrygon,hemitrygon laosensis,Mekong freshwater stingray,1987,Roberts & Karnasuta
1018,myliobatiformes,dasyatidae,hemitrygon,hemitrygon longicauda,Merauke stingray,2013,Last & White
1019,myliobatiformes,dasyatidae,hemitrygon,hemitrygon navarrae,blackish stingray,1892,Steindachner
1020,myliobatiformes,dasyatidae,hemitrygon,hemitrygon parvonigra,Dwarf black stingray,2008,Last & White
1021,myliobatiformes,dasyatidae,hemitrygon,hemitrygon sinensis,Chinese stingray,1892,Steindachner
1022,myliobatiformes,dasyatidae,hemitrygon,hemitrygon yemenensis,,2020,"Moore, Last & Naylor"
1023,myliobatiformes,dasyatidae,telatrygon,telatrygon acutirostra,sharpnose stingray,1988,Nishida & Nakaya
1024,myliobatiformes,dasyatidae,telatrygon,telatrygon biasa,Indonesian sharpnose ray,2016,White & Naylor
1025,myliobatiformes,dasyatidae,telatrygon,telatrygon crozieri,,1860,Blyth
1026,myliobatiformes,dasyatidae,telatrygon,telatrygon zugei,pale-edged stingray,1841,Müller & Henle
1027,myliobatiformes,potamotrygonidae,styracura,styracura pacifica,pacific chupare,1941,Beebe & Tee-Van
1028,myliobatiformes,potamotrygonidae,styracura,styracura schmardae,chupare stingray,1904,Werner
1029,myliobatiformes,potamotrygonidae,heliotrygon,heliotrygon gomesi,Gomes's round ray,2011,M. R. de Carvalho &  Lovejoy
1030,myliobatiformes,potamotrygonidae,heliotrygon,heliotrygon rosai,Rosa's round ray,2011,M.R. de Carvalho &  Lovejoy
1031,myliobatiformes,potamotrygonidae,paratrygon,paratrygon aiereba,discus ray,1841,Müller & Henle
1032,myliobatiformes,potamotrygonidae,plesiotrygon,plesiotrygon iwamae,longtailed river stingray,1987,"Rosa, Castello & Thorson"
1033,myliobatiformes,potamotrygonidae,plesiotrygon,plesiotrygon nana,black-tailed antenna ray,2011,M.R. de Carvalho & Ragno
1034,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon adamastor,,2017,Fontanelle & M. R. de Carvalho
1035,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon albimaculata,Itaituba river stingray,2016,M.R. de Carvalho
1036,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon amandae,,2013,Loboda & Carvalho
1037,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon amazona,,2017,J.P. Fontanelle & M. R. de Carvalho
1038,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon boesemani,boeseman's river stingray,2008,"Rosa, Carvalho & Almeida Wanderley"
1039,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon brachyura,short-tailed river stingray,1880,Günther
1040,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon constellata,thorny river stingray,1880,Vaillant
1041,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon falkneri,largespot river stingray,1963,Castex & Maciel
1042,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon garmani,,2017,J.P. Fontanelle & M. R. de Carvalho
1043,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon henlei,bigtooth river stingray,1855,Castelnau
1044,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon humerosa,smooth back river stingray,1913,Garman
1045,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon hystrix,porcupine river stingray,1834,Müller & Henle
1046,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon jabuti,pearl river stingray,2016,Carvalho
1047,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon leopoldi,white-blotched river stingray,1970,Castex & Castello
1048,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon limai,lima's river stingray,2014,"Fontaelle, Da Silva & Carvalho"
1049,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon magdalenae,magdalena river stingray,1865,Duméril
1050,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon marinae,marina's river stingray,2006,Deynat
1051,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon marquesi,,2019,Silva & Loboda
1052,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon motoro,ocellate river stingray,1841,Müller & Henle
1053,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon ocellata,red-blotched river stingray,1912,Engelhardt
1054,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon orbignyi,smoothback river stingray,1855,Castelnau
1055,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon pantanensis,,2013,Loboda & Carvalho
1056,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon rex,great river stingray,2016,Carvalho
1057,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon schroederi,rosette river stingray,1958,Fernández-Yépez
1058,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon schuhmacheri,parana river stingray,1964,Castex
1059,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon scobina,raspy river stingray,1913,Garman
1060,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon signata,parnaiba river stingray,1913,Garman
1061,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon tatianae,tatiana's river stingray,2011,Silva & Carvalho
1062,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon tigrina,tiger ray,2011,"M.R. De Carvalho, Sabaj Pérez & Lovejoy"
1063,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon wallacei,cururu ray,2016,"M.R. De Carvalho, Rosa & Araújo"
1064,myliobatiformes,potamotrygonidae,potamotrygon,potamotrygon yepezi,maracaibo river stingray,1970,Castex & Castello
1065,myliobatiformes,gymnuridae,gymnura,gymnura altavela,spiny butterfly ray,1758,Linnaeus
1066,myliobatiformes,gymnuridae,gymnura,gymnura australis,australian butterfly ray,1896,Ramsay & Ogilby
1067,myliobatiformes,gymnuridae,gymnura,gymnura crebripunctata,longsnout butterfly ray,1869,Peters
1068,myliobatiformes,gymnuridae,gymnura,gymnura japonica,japanese butterfly ray,1801,Bloch & Schneider
1069,myliobatiformes,gymnuridae,gymnura,gymnura lessae,atlantic butterfly ray,2017,Yokota & Carvalho
1070,myliobatiformes,gymnuridae,gymnura,gymnura marmorata,california butterfly ray,1864,J.G. Cooper
1071,myliobatiformes,gymnuridae,gymnura,gymnura micrura,smooth butterfly ray,1801,Bloch & Schneider
1072,myliobatiformes,gymnuridae,gymnura,gymnura natalensis,backwater butterfly ray,1911,Gilchrist & Thompson
1073,myliobatiformes,gymnuridae,gymnura,gymnura poecilura,longtail butterfly ray,1804,Shaw
1074,myliobatiformes,gymnuridae,gymnura,gymnura sereti,seret's butterfly ray,2017,Yokota & Carvalho
1075,myliobatiformes,gymnuridae,gymnura,gymnura tentaculata,tentacled butterfly ray,1841,Müller & Henle
1076,myliobatiformes,gymnuridae,gymnura,gymnura zonura,zonetail butterfly ray,1852,Bleeker
1077,myliobatiformes,mylobatidae,aetomylaeus,aetobatus flaggelum,longheaded eagle ray,1801,Bloch & Schneider
1078,myliobatiformes,mylobatidae,aetobatus,aetobatus laticepts,pacific white-spotted eagle ray,1865,Gill
1079,myliobatiformes,,aetobatus,aetobatus narinari,spotted eagle ray,1790,Euphrasen
1080,myliobatiformes,mylobatidae,aetobatus,aetobatus narutobiei,naru eagle ray,2013,"White, Yamaguchi & Furumitsu"
1081,myliobatiformes,mylobatidae,aetobatus,aetobatus ocellatus,white-spotted eagle ray,1823,Kuhl
1082,myliobatiformes,mylobatidae,aetomylaeus,aetomylaeus asperrimus,rough eagle ray,1898,Gilbert
1083,myliobatiformes,mylobatidae,aetomylaeus,aetomylaeus bovinus,bull ray,1817,Saint-Hilaire
1084,myliobatiformes,mylobatidae,aetomylaeus,aetomylaeus caeruleofasciatus,blue-banded eagle ray,2015,"White, Last & Baje"
1085,myliobatiformes,mylobatidae,aetomylaeus,aetomylaeus maculatus,mottled eagle ray,1832,J.E. Gray
1086,myliobatiformes,mylobatidae,aetomylaeus,aetomylaeus milvus,smooth eagle ray,1841,Müller & Henle
1087,myliobatiformes,mylobatidae,aetomylaeus,aetomylaeus nichofii,banded eagle ray,1801,Bloch & Schneider
1088,myliobatiformes,mylobatidae,aetomylaeus,aetomylaeus vespertilio,ornate eagle ray,1852,Bleeker
1089,myliobatiformes,mylobatidae,aetomylaeus,aetomylaeus wafickii,wafc's eagle ray,2022,"Jabado, Ebert & Al Dhaheri"
1090,myliobatiformes,mylobatidae,myliobatis,myliobatis aquila,common eagle ray,1758,Linnaeus
1091,myliobatiformes,mylobatidae,myliobatis,myliobatis australis,australian bull ray,1881,MacLeay
1092,myliobatiformes,mylobatidae,myliobatis,myliobatis californica,bat ray,1865,Gill
1093,myliobatiformes,mylobatidae,myliobatis,myliobatis chilensis,chilean eagle ray,1892,Philippi
1094,myliobatiformes,mylobatidae,myliobatis,myliobatis freminvillei,bullnose ray,1824,Lesueur
1095,myliobatiformes,mylobatidae,myliobatis,myliobatis goodei,southern eagle ray,1885,Garman
1096,myliobatiformes,mylobatidae,myliobatis,myliobatis hamlyni,purple eagle ray,1911,Ogilby
1097,myliobatiformes,mylobatidae,myliobatis,myliobatis longirostris,longnose eagle ray,1964,Applegate & Fitch
1098,myliobatiformes,mylobatidae,myliobatis,myliobatis peruvianus,peruvian eagle ray,1913,Garman
1099,myliobatiformes,mylobatidae,myliobatis,myliobatis ridens,shornose eagle ray,2012,"Ruocco, Lucifora, Diaz de Astarloa, Mabragaña & Delpiani"
1100,myliobatiformes,mylobatidae,myliobatis,myliobatis tenuicaudatus,new zealand eagle ray,1877,Hector
1101,myliobatiformes,mylobatidae,myliobatis,myliobatis tobijei,japanese eagle ray,1854,Bleeker
1102,myliobatiformes,mobulidae,mobula,mobula alfredi,reef manta ray,1868,Krefft
1103,myliobatiformes,mobulidae,mobula,mobula birostris,giant oceanic manta ray,1792,Walbaum
1104,myliobatiformes,mobulidae,mobula,mobula eregoodootenkee,pygmy devil ray,1859,Bleeker
1105,myliobatiformes,mobulidae,mobula,mobula hypostoma,lesser devil ray,1831,Bancroft
1106,myliobatiformes,mobulidae,mobula,mobula japanica,spinetail mobula,1841,Müller & Henle
1107,myliobatiformes,mobulidae,mobula,mobula kuhlii,shortfin devil ray,1841,Müller & Henle
1108,myliobatiformes,mobulidae,mobula,mobula mobular,devil fish,1788,Bonnaterre
1109,myliobatiformes,mobulidae,mobula,mobula munkiana,munk's devil ray,1987,Notarbartolo-di-Sciara
1110,myliobatiformes,mobulidae,mobula,mobula rochebrunei,lesser Guinean devil ray,1879,Vaillant
1111,myliobatiformes,mobulidae,mobula,mobula tarapacana,Chilean devil ray,1892,Philippi
1112,myliobatiformes,mobulidae,mobula,mobula thurstoni,bentfin devil ray,1908,Lloyd
1113,myliobatiformes,rhinopteridae,rhinoptera,rhinoptera adspersa,rough cownose ray,1841,Müller & Henle
1114,myliobatiformes,rhinopteridae,rhinoptera,rhinoptera bonasus,cownose ray,1815,Mitchill
1115,myliobatiformes,rhinopteridae,rhinoptera,rhinoptera brasiliensis,brazilian cownose ray,1836,Müller
1116,myliobatiformes,rhinopteridae,rhinoptera,rhinoptera javanica,flapnose ray,1841,Müller & Henle
1117,myliobatiformes,rhinopteridae,rhinoptera,rhinoptera jayakari,oman cownose ray,1895,Boulenger
1118,myliobatiformes,rhinopteridae,rhinoptera,rhinoptera marginata,lusitanian cownose ray,1817,Saint-Hilaire
1119,myliobatiformes,rhinopteridae,rhinoptera,rhinoptera neglecta,Australian cownose ray,1912,Ogilby
1120,myliobatiformes,rhinopteridae,rhinoptera,rhinoptera steindachneri,pacific cownose ray,1891,Evermann & Jenkins
